"profile","Park","Region","year","quartile","rate_of_change","profile_direction"
26,"Leadbetter Point South"," Long Beach","10","rate_min_dist_to_BP",24.1019462944912,"Accretion"
26,"Leadbetter Point South"," Long Beach","10","rate_q1_dist_to_BP",33.7610505324728,"Accretion"
26,"Leadbetter Point South"," Long Beach","10","rate_med_dist_to_BP",51.4146027902163,"Accretion"
26,"Leadbetter Point South"," Long Beach","10","rate_q3_dist_to_BP",93.9890967658018,"Accretion"
26,"Leadbetter Point South"," Long Beach","10","rate_max_dist_to_BP",340.316656739526,"Accretion"
26,"Leadbetter Point South"," Long Beach","10","mean",182.101946294491,"Accretion"
26,"Leadbetter Point South"," Long Beach","11","rate_min_dist_to_BP",1.26493381844621,"Accretion"
26,"Leadbetter Point South"," Long Beach","11","rate_q1_dist_to_BP",-6.3653082985051,"Erosion"
26,"Leadbetter Point South"," Long Beach","11","rate_med_dist_to_BP",-17.7947762103058,"Erosion"
26,"Leadbetter Point South"," Long Beach","11","rate_q3_dist_to_BP",-36.7988657724653,"Erosion"
26,"Leadbetter Point South"," Long Beach","11","rate_max_dist_to_BP",-74.5747566458645,"Erosion"
26,"Leadbetter Point South"," Long Beach","11","mean",-36.2350661815538,"Erosion"
26,"Leadbetter Point South"," Long Beach","12","rate_min_dist_to_BP",-1.64629609797575,"Erosion"
26,"Leadbetter Point South"," Long Beach","12","rate_q1_dist_to_BP",5.87144705018865,"Accretion"
26,"Leadbetter Point South"," Long Beach","12","rate_med_dist_to_BP",19.7434443925508,"Accretion"
26,"Leadbetter Point South"," Long Beach","12","rate_q3_dist_to_BP",53.9158651525798,"Accretion"
26,"Leadbetter Point South"," Long Beach","12","rate_max_dist_to_BP",273.527912102703,"Accretion"
26,"Leadbetter Point South"," Long Beach","12","mean",135.853703902024,"Accretion"
26,"Leadbetter Point South"," Long Beach","13","rate_min_dist_to_BP",5.49282401344942,"Accretion"
26,"Leadbetter Point South"," Long Beach","13","rate_q1_dist_to_BP",-2.3616464864629,"Erosion"
26,"Leadbetter Point South"," Long Beach","13","rate_med_dist_to_BP",-14.2661200857597,"Erosion"
26,"Leadbetter Point South"," Long Beach","13","rate_q3_dist_to_BP",-34.4380152863197,"Erosion"
26,"Leadbetter Point South"," Long Beach","13","rate_max_dist_to_BP",-75.9856847324561,"Erosion"
26,"Leadbetter Point South"," Long Beach","13","mean",-35.0071759865506,"Erosion"
26,"Leadbetter Point South"," Long Beach","14","rate_min_dist_to_BP",3.47939844235641,"Accretion"
26,"Leadbetter Point South"," Long Beach","14","rate_q1_dist_to_BP",16.5771155120013,"Accretion"
26,"Leadbetter Point South"," Long Beach","14","rate_med_dist_to_BP",41.003827502361,"Accretion"
26,"Leadbetter Point South"," Long Beach","14","rate_q3_dist_to_BP",102.647909304931,"Accretion"
26,"Leadbetter Point South"," Long Beach","14","rate_max_dist_to_BP",556.162235255833,"Accretion"
26,"Leadbetter Point South"," Long Beach","14","mean",279.479398442356,"Accretion"
26,"Leadbetter Point South"," Long Beach","15","rate_min_dist_to_BP",-4.31476242817687,"Erosion"
26,"Leadbetter Point South"," Long Beach","15","rate_q1_dist_to_BP",-7.78535713808125,"Erosion"
26,"Leadbetter Point South"," Long Beach","15","rate_med_dist_to_BP",-12.5355533017633,"Erosion"
26,"Leadbetter Point South"," Long Beach","15","rate_q3_dist_to_BP",-19.432674823841,"Erosion"
26,"Leadbetter Point South"," Long Beach","15","rate_max_dist_to_BP",-30.3558370524141,"Erosion"
26,"Leadbetter Point South"," Long Beach","15","mean",-17.3147624281769,"Erosion"
26,"Leadbetter Point South"," Long Beach","16","rate_min_dist_to_BP",7.78217971138451,"Accretion"
26,"Leadbetter Point South"," Long Beach","16","rate_q1_dist_to_BP",8.08682685926494,"Accretion"
26,"Leadbetter Point South"," Long Beach","16","rate_med_dist_to_BP",8.54284203386801,"Accretion"
26,"Leadbetter Point South"," Long Beach","16","rate_q3_dist_to_BP",9.30029199704197,"Accretion"
26,"Leadbetter Point South"," Long Beach","16","rate_max_dist_to_BP",10.8053588586433,"Accretion"
26,"Leadbetter Point South"," Long Beach","16","mean",9.28217971138451,"Accretion"
26,"Leadbetter Point South"," Long Beach","17","rate_min_dist_to_BP",-15.2363352267146,"Erosion"
26,"Leadbetter Point South"," Long Beach","17","rate_q1_dist_to_BP",-14.5736974985909,"Erosion"
26,"Leadbetter Point South"," Long Beach","17","rate_med_dist_to_BP",-13.5883424398736,"Erosion"
26,"Leadbetter Point South"," Long Beach","17","rate_q3_dist_to_BP",-11.9687022722007,"Erosion"
26,"Leadbetter Point South"," Long Beach","17","rate_max_dist_to_BP",-8.81210711373203,"Erosion"
26,"Leadbetter Point South"," Long Beach","17","mean",-12.2363352267146,"Erosion"
26,"Leadbetter Point South"," Long Beach","18","rate_min_dist_to_BP",10.1202781027599,"Accretion"
26,"Leadbetter Point South"," Long Beach","18","rate_q1_dist_to_BP",-0.422129206010791,"Erosion"
26,"Leadbetter Point South"," Long Beach","18","rate_med_dist_to_BP",-15.7973141979165,"Erosion"
26,"Leadbetter Point South"," Long Beach","18","rate_q3_dist_to_BP",-40.3123968793779,"Erosion"
26,"Leadbetter Point South"," Long Beach","18","rate_max_dist_to_BP",-85.4135548367244,"Erosion"
26,"Leadbetter Point South"," Long Beach","18","mean",-37.3797218972401,"Erosion"
26,"Leadbetter Point South"," Long Beach","19","rate_min_dist_to_BP",-12.6198604006442,"Erosion"
26,"Leadbetter Point South"," Long Beach","19","rate_q1_dist_to_BP",-0.680220318347646,"Erosion"
26,"Leadbetter Point South"," Long Beach","19","rate_med_dist_to_BP",22.0926479031994,"Accretion"
26,"Leadbetter Point South"," Long Beach","19","rate_q3_dist_to_BP",82.6720473881424,"Accretion"
26,"Leadbetter Point South"," Long Beach","19","rate_max_dist_to_BP",726.316554549117,"Accretion"
26,"Leadbetter Point South"," Long Beach","19","mean",356.380139599356,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","97","rate_min_dist_to_BP",NA,NA
27,"Leadbetter Point Bearberry Trail"," Long Beach","97","rate_q1_dist_to_BP",NA,NA
27,"Leadbetter Point Bearberry Trail"," Long Beach","97","rate_med_dist_to_BP",NA,NA
27,"Leadbetter Point Bearberry Trail"," Long Beach","97","rate_q3_dist_to_BP",NA,NA
27,"Leadbetter Point Bearberry Trail"," Long Beach","97","rate_max_dist_to_BP",NA,NA
27,"Leadbetter Point Bearberry Trail"," Long Beach","98","rate_min_dist_to_BP",12.0987853707698,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","98","rate_q1_dist_to_BP",10.8479264223036,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","98","rate_med_dist_to_BP",9.00867700274537,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","98","rate_q3_dist_to_BP",6.0382191854927,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","98","rate_max_dist_to_BP",0.429571716903632,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","98","mean",6.59878537076976,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","99","rate_min_dist_to_BP",-3.8670444063472,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","99","rate_q1_dist_to_BP",-3.07089145348881,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","99","rate_med_dist_to_BP",-1.86318980553053,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","99","rate_q3_dist_to_BP",0.185889005434592,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","99","rate_max_dist_to_BP",4.42223294013273,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","99","mean",0.132955593652802,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","10","rate_min_dist_to_BP",15.344713351611,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","10","rate_q1_dist_to_BP",14.3737906898115,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","10","rate_med_dist_to_BP",12.9311267285323,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","10","rate_q3_dist_to_BP",10.563153571889,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","10","rate_max_dist_to_BP",5.9628340777516,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","10","mean",10.844713351611,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","11","rate_min_dist_to_BP",0.142047040075788,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","11","rate_q1_dist_to_BP",-0.317756927465929,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","11","rate_med_dist_to_BP",-1.01336003136687,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","11","rate_q3_dist_to_BP",-2.18869278723245,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","11","rate_max_dist_to_BP",-4.60121075146732,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","11","mean",-1.85795295992421,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","12","rate_min_dist_to_BP",6.71381403668159,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","12","rate_q1_dist_to_BP",6.64541526603035,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","12","rate_med_dist_to_BP",6.54071120639261,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","12","rate_q3_dist_to_BP",6.36035378998885,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","12","rate_max_dist_to_BP",5.97597524783371,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","12","mean",6.71381403668159,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","13","rate_min_dist_to_BP",-4.75022323682458,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","13","rate_q1_dist_to_BP",-4.61296387517637,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","13","rate_med_dist_to_BP",-4.40253033828111,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","13","rate_q3_dist_to_BP",-4.0391429053881,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","13","rate_max_dist_to_BP",-3.26084024919095,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","13","mean",-4.25022323682458,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","14","rate_min_dist_to_BP",-2.62659705524436,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","14","rate_q1_dist_to_BP",0.740747229942396,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","14","rate_med_dist_to_BP",5.88414692140833,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","14","rate_q3_dist_to_BP",14.7119891156111,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","14","rate_max_dist_to_BP",33.3924035498275,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","14","mean",15.3734029447556,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","15","rate_min_dist_to_BP",-4.08304630579129,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","15","rate_q1_dist_to_BP",-4.21715447568957,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","15","rate_med_dist_to_BP",-4.40554920906049,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","15","rate_q3_dist_to_BP",-4.68955710914659,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","15","rate_max_dist_to_BP",-5.16671507337648,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","15","mean",-4.58304630579129,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","16","rate_min_dist_to_BP",4.08688012803897,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","16","rate_q1_dist_to_BP",0.608416630159758,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","16","rate_med_dist_to_BP",-4.29412578439179,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","16","rate_q3_dist_to_BP",-11.7203519143326,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","16","rate_max_dist_to_BP",-24.2942806430369,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","16","mean",-9.91311987196103,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","17","rate_min_dist_to_BP",-8.46918135023986,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","17","rate_q1_dist_to_BP",-7.62560791069727,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","17","rate_med_dist_to_BP",-6.3325634744636,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","17","rate_q3_dist_to_BP",-4.10036606491372,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","17","rate_max_dist_to_BP",0.677588156030073,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","17","mean",-3.96918135023986,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","18","rate_min_dist_to_BP",8.87788556161084,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","18","rate_q1_dist_to_BP",7.05977473526622,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","18","rate_med_dist_to_BP",4.33650568116377,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","18","rate_q3_dist_to_BP",-0.191905427416417,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","18","rate_max_dist_to_BP",-9.20997887424062,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","18","mean",-0.122114438389158,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","19","rate_min_dist_to_BP",-8.19170284601723,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","19","rate_q1_dist_to_BP",-6.26579904909716,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","19","rate_med_dist_to_BP",-3.25550586796874,"Erosion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","19","rate_q3_dist_to_BP",2.11389243147588,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","19","rate_max_dist_to_BP",14.4022413241222,"Accretion"
27,"Leadbetter Point Bearberry Trail"," Long Beach","19","mean",2.80829715398277,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","97","rate_min_dist_to_BP",NA,NA
28,"Leadbetter Point Hines"," Long Beach","97","rate_q1_dist_to_BP",NA,NA
28,"Leadbetter Point Hines"," Long Beach","97","rate_med_dist_to_BP",NA,NA
28,"Leadbetter Point Hines"," Long Beach","97","rate_q3_dist_to_BP",NA,NA
28,"Leadbetter Point Hines"," Long Beach","97","rate_max_dist_to_BP",NA,NA
28,"Leadbetter Point Hines"," Long Beach","98","rate_min_dist_to_BP",2.76665971265544,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","98","rate_q1_dist_to_BP",2.43050327505083,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","98","rate_med_dist_to_BP",1.95978491580795,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","98","rate_q3_dist_to_BP",1.25554819650575,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","98","rate_max_dist_to_BP",0.0959770038159613,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","98","mean",1.76665971265544,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","99","rate_min_dist_to_BP",2.45990627328272,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","99","rate_q1_dist_to_BP",2.15994363479681,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","99","rate_med_dist_to_BP",1.70824215148246,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","99","rate_q3_dist_to_BP",0.957947264207815,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","99","rate_max_dist_to_BP",-0.499584791719554,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","99","mean",1.45990627328272,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","10","rate_min_dist_to_BP",11.3794812011089,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","10","rate_q1_dist_to_BP",11.4376007263058,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","10","rate_med_dist_to_BP",11.5227170748206,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","10","rate_q3_dist_to_BP",11.6591098757655,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","10","rate_max_dist_to_BP",11.9120073276837,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","10","mean",11.3794812011089,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","11","rate_min_dist_to_BP",4.20703069445689,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","11","rate_q1_dist_to_BP",4.22220446390265,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","11","rate_med_dist_to_BP",4.24366725494634,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","11","rate_q3_dist_to_BP",4.27630526757998,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","11","rate_max_dist_to_BP",4.33169433986786,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","11","mean",4.20703069445689,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","12","rate_min_dist_to_BP",4.83728387770936,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","12","rate_q1_dist_to_BP",5.45890042734145,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","12","rate_med_dist_to_BP",6.34994234203745,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","12","rate_q3_dist_to_BP",7.73315123135954,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","12","rate_max_dist_to_BP",10.1676603163171,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","12","mean",7.33728387770936,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","13","rate_min_dist_to_BP",-6.9773661823015,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","13","rate_q1_dist_to_BP",-7.47611532039725,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","13","rate_med_dist_to_BP",-8.18056521766224,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","13","rate_q3_dist_to_BP",-9.25034147264688,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","13","rate_max_dist_to_BP",-11.0659708491191,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","13","mean",-8.9773661823015,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","14","rate_min_dist_to_BP",-7.28384287883944,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","14","rate_q1_dist_to_BP",-4.95227782026323,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","14","rate_med_dist_to_BP",-1.61115666892865,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","14","rate_q3_dist_to_BP",3.57325199348637,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","14","rate_max_dist_to_BP",12.6932974346819,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","14","mean",2.21615712116056,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","15","rate_min_dist_to_BP",5.82067259945322,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","15","rate_q1_dist_to_BP",4.64022109278839,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","15","rate_med_dist_to_BP",3.0459202973111,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","15","rate_q3_dist_to_BP",0.775020695573581,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","15","rate_max_dist_to_BP",-2.71517803762624,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","15","mean",1.82067259945322,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","16","rate_min_dist_to_BP",9.44999779439726,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","16","rate_q1_dist_to_BP",6.25450866727619,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","16","rate_med_dist_to_BP",1.8228139192749,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","16","rate_q3_dist_to_BP",-4.73002249441452,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","16","rate_max_dist_to_BP",-15.3854639239931,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","16","mean",-2.55000220560274,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","17","rate_min_dist_to_BP",-14.3499420291695,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","17","rate_q1_dist_to_BP",-12.0965757457157,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","17","rate_med_dist_to_BP",-8.73636146999581,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","17","rate_q3_dist_to_BP",-3.19269916734675,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","17","rate_max_dist_to_BP",7.66107890916139,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","17","mean",-3.34994202916946,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","18","rate_min_dist_to_BP",2.82096609984568,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","18","rate_q1_dist_to_BP",1.50434559203312,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","18","rate_med_dist_to_BP",-0.337411830259027,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","18","rate_q3_dist_to_BP",-3.09465476480981,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","18","rate_max_dist_to_BP",-7.66655270139921,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","18","mean",-2.17903390015432,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","19","rate_min_dist_to_BP",-7.69827225220786,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","19","rate_q1_dist_to_BP",-5.65335604191911,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","19","rate_med_dist_to_BP",-2.70173349281423,"Erosion"
28,"Leadbetter Point Hines"," Long Beach","19","rate_q3_dist_to_BP",1.92791712889264,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","19","rate_max_dist_to_BP",10.2183912565139,"Accretion"
28,"Leadbetter Point Hines"," Long Beach","19","mean",0.801727747792139,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","97","rate_min_dist_to_BP",NA,NA
29,"Leadbetter Point 357th Pl"," Long Beach","97","rate_q1_dist_to_BP",NA,NA
29,"Leadbetter Point 357th Pl"," Long Beach","97","rate_med_dist_to_BP",NA,NA
29,"Leadbetter Point 357th Pl"," Long Beach","97","rate_q3_dist_to_BP",NA,NA
29,"Leadbetter Point 357th Pl"," Long Beach","97","rate_max_dist_to_BP",NA,NA
29,"Leadbetter Point 357th Pl"," Long Beach","98","rate_min_dist_to_BP",-4.47730697803679,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","98","rate_q1_dist_to_BP",-3.86032090835863,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","98","rate_med_dist_to_BP",-3.04369284821023,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","98","rate_q3_dist_to_BP",-1.92181011790339,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","98","rate_max_dist_to_BP",-0.322926557747383,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","98","mean",-2.47730697803679,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","99","rate_min_dist_to_BP",6.92378347407732,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","99","rate_q1_dist_to_BP",5.99305069077543,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","99","rate_med_dist_to_BP",4.73073227858596,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","99","rate_q3_dist_to_BP",2.92377779240363,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","99","rate_max_dist_to_BP",0.132335065898648,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","99","mean",3.92378347407732,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","10","rate_min_dist_to_BP",6.10818022976107,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","10","rate_q1_dist_to_BP",6.56735058842866,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","10","rate_med_dist_to_BP",7.18903241168838,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","10","rate_q3_dist_to_BP",8.07501473591119,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","10","rate_max_dist_to_BP",9.42705465334903,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","10","mean",7.60818022976107,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","11","rate_min_dist_to_BP",10.2240605857459,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","11","rate_q1_dist_to_BP",7.76615734799548,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","11","rate_med_dist_to_BP",4.37068260700317,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","11","rate_q3_dist_to_BP",-0.624989430767475,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","11","rate_max_dist_to_BP",-8.69966365929556,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","11","mean",1.22406058574594,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","12","rate_min_dist_to_BP",13.9340080681764,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","12","rate_q1_dist_to_BP",12.3661852691286,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","12","rate_med_dist_to_BP",10.0787575041546,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","12","rate_q3_dist_to_BP",6.42895670625796,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","12","rate_max_dist_to_BP",-0.315202375007118,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","12","mean",6.93400806817635,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","13","rate_min_dist_to_BP",-13.0000855254034,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","13","rate_q1_dist_to_BP",-11.4999017390398,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","13","rate_med_dist_to_BP",-9.2344846697751,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","13","rate_q3_dist_to_BP",-5.41811100699396,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","13","rate_max_dist_to_BP",2.36931296721563,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","13","mean",-5.50008552540337,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","14","rate_min_dist_to_BP",-2.1015783876485,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","14","rate_q1_dist_to_BP",-2.22298797747855,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","14","rate_med_dist_to_BP",-2.39870422254915,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","14","rate_q3_dist_to_BP",-2.67564353236065,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","14","rate_max_dist_to_BP",-3.17656511224382,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","14","mean",-2.6015783876485,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","15","rate_min_dist_to_BP",-2.58567557567756,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","15","rate_q1_dist_to_BP",-2.168051338776,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","15","rate_med_dist_to_BP",-1.5616641662334,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","15","rate_q3_dist_to_BP",-0.60123209444104,"Erosion"
29,"Leadbetter Point 357th Pl"," Long Beach","15","rate_max_dist_to_BP",1.15081570725231,"Accretion"
29,"Leadbetter Point 357th Pl"," Long Beach","15","mean",-1.08567557567756,"Erosion"
